time_stamp;title;topic
2011-04-08;RWE [ DAX index] rises 0.9% on high volume rising for a sixth consecutive day, a six day rise of 4.8%;1
2011-04-29;RWE [ DAX index] rises in strong trading with rising open interest;1
2022-04-27;At a glance Domestic politics ++ Bavaria 's constitutional protection law: partially unconstitutional ++ Corona: incidence up again ++ Hamburg and Mecklenburg-Western Pomerania: Hotspot rules to be lifted ++ Payments for Schröder's Bundestag office: Budget committee considers cut ++ Foreign policy ++ Russia 's Foreign Minister Lavrov: Warning of third world war ++ UN Secretary-General in Moscow: Guterres calls for ceasefire ++ Refugees from Ukraine : UN expects 8.3 million ++ North Korea 's nuclear weapons: Not just there as a deterrent ++ Knowledge ++ 50 billion tons processed per year: Sand is becoming scarce ++ Births: 30 percent Caesarean sections ++ Economy and money ++ RWE : Investor calls for coal phase-out ++ Bank customers: Escaping the penalty interest trap ++ Apprenticeships: Almost 40 percent unfilled ++ ADAC roadside assistance: Every second call-out due to battery ++ Day at the stock exchange: Dax investors still cautious ++ Sports ++ Champions League: Klopp warns Villarreal ++ Italian national team: Chiellini announces departure ++ German tennis: Stich complains: too few top players ++ Culture and society ++ Throne anniversary: Ed Sheeran sings for the Queen ++ School massacre in Erfurt 20 years ago: Commemorating the victims ++ French nun: oldest person in the world at 118 ++ Johnny Depp & Amber Heard: How Hollywood fights;4
2014-10-08;RWE signs long-term leaseback agreements with ARC;-1
2008-11-11;RWE boosts net profit to EUR 1.1bn in q3 '08 - 2;2
2011-12-20;RWE [Energy] rises 1.7% on high volatility and expanding price range;1
2012-11-15;RWE decreases 1.4% on weak volume;1
2011-07-14;German RWE and Russia 's Gazprom set to cooperate;-1
2008-11-28;RWE will stick to investment plans - report;2
2008-04-23;RWE says Bonekamp will not seek renewal of contract as board member;-1
2017-07-18;Moody's assigns a Prime-2 rating to innogy's EUR3 billion CP programme.;-1
2011-07-19;RWE and Gazprom Team-Up for Europe's 'Dash for Gas,' an Industrial Info News Alert;4
2010-12-30;Berlin to launch talks with RWE on BWB's stake buy in January;-1
2011-04-15;RWE Equips Amsterdam With Charging Stations for Electric Vehicles - Amsterdam City Council Awards Major Contract to set up City-wide Charging Facilities;3
2018-08-17;RWE could take over Innogy , E.ON renewables assets sooner than expected;0
2010-01-25;RWE not looking to buy control of Polish Enea for now;4
2011-05-09;RWE inaugurates Staythorpe combined cycle power plant;0
2022-09-30;EQS -Adhoc: RWE Aktiengesellschaft: Ad-hoc release in accordance with Art. 17 MAR - RWE AG agrees to acquire Con Edison Clean Energy Businesses, Inc. and issues mandatory convertible bond (english);3
2019-05-16;RWE records good first quarter and confirms forecast for fiscal 2019;2
2020-08-14;Largely spared by pandemic, RWE zooms in on renewables, hydrogen ambitions;0
2013-08-05;RWE to sell Excelerate Energy stake to co-owner;0
2022-07-06;RWE commissions 18- MW French wind farm;0
2011-09-07;E.ON, RWE plan to exit Urenco;4
2014-01-10;RWE npower plans to shut down seven power plants by 2023;-1
2008-01-25;RWE signs MoU to take stake in Turkish electricity producer;-1
2022-06-13;Andrew Flanagan joins RWE Renewables Americas Board as Chief Operating Officer;-1
2014-10-07;"US Patent Issued to RWE Power on Oct. 7 for ""Method for operating a steam turbine power plant and device for producing steam from lignite"" ( German Inventors)";3
2015-01-19;-Divestment of RWE Dea for an Enterprise Value of EUR 5 billion;4
2017-03-03;- RWE and innogy implement Europe's largest guarantor and creditor exchange for EUR11 billion in corporate bonds;2
2011-01-31;RWE Dea's German employees fly out of Egypt - report;4
2021-02-05;RWE AG Preliminary 2020 Adj. Net Income Exceeds Guidance;2
2011-03-29;RWE [ DAX index] falls in weak trading with rising open interest;1
2019-04-29;RWE cancels plans for BoAplus project at Niederaussem site;-1
2022-12-14;Markus Krebber CEO of RWE in top 15% of price performers of German stocks in past month Wednesday December 14, 2022;2
2009-01-14;Czech RWE Transgas secures alternative gas supplies in ongoing crisis;-1
2020-02-11;- RWE promotes renewable projects with European Energy;0
2016-01-07;RWE AG - Power Plants and SWOT Analysis, 2015: Acute Market Reports;2
2016-11-21;Report on the first three quarters presented: RWE confirms full-year outlook for 2016;2
2011-03-28;Marine Current Turbines, RWE seek permission for 10- MW UK tidal power plant;0
2019-10-29;RWE snaps up slate of Polish offshore wind projects;0
2022-11-14;"RWE ADR (RWEOY: $40.19) down 2.8% in 2 days; -$1.09 [-2.6%]";1
2011-11-25;Weekly: RWE weakens below Moving Average Price (MAP), with 50-day MAP trailing 200-day MAP;1
2013-10-30;RWE plans radical strategy shift to green energy - report;0
2011-03-25;RWE [ DAX index] rises 0.7% on high volume rising for a third consecutive day, a three day rise of 2.2%;1
2009-08-19;German RWE to build new natural gas stretch in Germany;-1
2013-06-14;RWE Dea Norge awarded operatorship in new license;4
2018-03-13;"RWE Adjusted Earnings Rise In 2017; Plans Higher Dividend For 2018";2
2012-10-12;RWE Power Aktiengesellschaft Files Patent Application for Method for Generating Process Steam;3
2015-05-15;Australia Patent: RWE Power Files Application for 'Method for operating a steam generator';3
2013-03-12;BASFâ(EURO)(TM)s Wintershall eyes RWEâ(EURO)(TM)s Dea unit;4
2012-01-19;- RWE Dea Norge extends drilling in the Norwegian Sea;4
2017-05-16;-Good start to fiscal 2017 RWE confirms full year outlook;2
2011-05-16;RWE [ DAX index] hits year-low 5th time in three months;1
2013-10-18;RWE asks for RWE Dea offers by end-2013 - report;2
2016-05-12;RWE (RWEOY) Q1 2016 Results - Earnings Call Transcript;2
2008-04-08;German RWE Dea 2007 Operating Profit 492 Mln Euro;2
2015-02-27;- RWE to extend cooperation with Macquarie;2
2011-12-05;RWE [Energy] hits one-month high on firm volume;1
2008-12-16;RWE employees receive 4% pay hike from Jan 2009 - report;2
2010-12-01;RWE hybrid wins Moody's investment mark;2
2012-10-09;- RWE Dea starts production from gas field Devenick;4
2011-04-27;-Market entry for RWE Dea in Trinidad and Tobago;4
2008-12-19;RWE to build 960 MW offshore wind farm;0
2008-12-02;GERMAN STOCKS - Equinet keeps RWE rating, price target;-1
2015-02-03;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power Aktiengesellschaft on January 28 titled as ""Foundation pile for offshore structures and method for constructing a foundati""";3
2019-08-12;Retiring RWE coal plant transfers capacity market contracts to SSE;-1
2010-05-12;German RWE books 15% growth in recurrent net profit in Q1 2010;2
2014-12-15;German RWE to adjust dividend policy;2
2008-01-11;STOCKWATCH Elmu , Emasz down as MVM beats RWE in bid for Elmu stake;2
2021-08-27;"INTERNATIONAL PATENT: RWE POWER AG FILES APPLICATION FOR ""CONVEYOR-BELT DRUM WITH SLIDING REGIONS""";3
2014-10-01;- RWE AG - Dea Transaction, From the Closing Conditions UK;4
2013-05-08;E.ON says not eyeing RWE Dea;4
2010-10-01;- RWE Dea signs agreements for processing of Breagh field gas production at the Teesside Gas Processing Plant as from mid-2012;4
2021-11-16;All chips on green: RWE to spend  50B on renewables pivot by 2030;0
2008-03-05;German RWE To Seek Participation in Romanian Nuclear Plant Construction;-1
2008-04-09;RWE to expand gas procurements by 50 pct to 60 bln cubic meters by 2012;2
2016-04-07;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power Aktiengesellschaft on April 6, 2016 titled as ""Method for determining service life consumption of components subjected to high thermal and/or mechanical loads""";3
2022-11-03;Thursday November 03, 2022 RWE ADR Compendium - A Snapshot as of November 03;2
2013-09-12;Devon county councillors approve RWE's 1.2-GW Atlantic Array wind scheme;0
2017-12-06;-Action of Peruvian farmer without legal basis from RWE 's perspective;-1
2013-10-22;- RWE Dea celebrates 40 years in Norway;4
2015-08-17;RWE launches renewable power-to-gas plant in Germany;0
2013-07-10;RWE Innogy begins construction phase of biogas plant in Paffendorf;-1
2012-10-19;RWE drops 1.2% on high volatility;1
2009-06-23;Deal snapshot: EU OKAYS DUTCH ESSENT ACQUISITION BY GERMAN RWE;2
2013-06-21;RWE Innogy gets approval for 90 MW onshore wind park in Netherlands;0
2011-10-21;German RWE Power inaugurates four gas turbines in Lingen;0
2011-04-08;S&P puts RWE credit ratings under review, downgrade possible;-1
2011-07-25;UK Department of Energy approves plan for RWE Dea's Breagh gas field;4
2009-02-18;REpower and RWE Innogy agree major framework agreement for the offshore wind industry;0
2011-03-16;RWE currently unable to estimate losses in sales due to power units' shutdown - report;2
2016-01-13;-Hildegard Muller to join RWE Group on 1 May 2016;-1
2009-05-04;RWE to buy 27% of offshore wind park in Belgium;0
2014-03-19;-RWE entered into an agreement to sell RWE Dea;2
2016-04-06;-RWE launches future-oriented business with new subsidiary;2
2012-10-31;Deal snapshot: RWE , E.ON AGREE GBP696M SALE OF HORIZON JV TO HITACHI;2
2020-01-17;E.on offers Innogy's minority investors EUR 42.82 p/s;2
2012-02-28;RWE appoints CFO of RWE Supply & Trading as group financial chief;2
2011-09-07;Verizon selected by RWE IT for managed network service solution;-1
2012-10-24;- RWE AG - Acceptance requires citizen participation;2
2022-01-06;Northland Power and RWE Announce Partnership To Jointly Develop 1.3 Gigawatt Offshore Wind Cluster off the German Coast;0
2013-12-13;RWE Dea : First exploration well in Mauritania now under way;4
2014-12-11;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2010-11-23;German RWE, RAG plan development of combined plant;-1
2014-01-28;DGAP-Adhoc: RWE Recognises Impairments;-1
2022-10-20;"Rwe Ag 52-year bond falls 0.6%; -54.10c [0.6%]";2
2011-10-05;RWE [ DAX index] rises in strong trading with rising open interest, continues strong weekly and monthly trend;1
2020-08-26;RWE unit inks deal to purchase, market energy from Dutch wind farm;0
2020-03-12;German energy company RWE doubles net income in 2019;2
2011-06-09;DGAP-PVR: RWE AG : Release of the corrected announcement dated 27 May 2011;-1
2013-08-22;Fitch downgrades RWE;-1
2009-11-05;RWE eyes US biomass market - report;2
2011-11-18;RWE [Energy] rises on high volatility;1
2022-10-27;"Rwe Ag 52-year bond climbs 3.9%; +$3.60 [3.9%]";2
2014-11-11;RWE starts work on phase II of 67- MW wind farm in Germany;0
2018-08-14;UPDATE: Interim Earnings Down At German Energy Firm RWE But In Line;2
2013-01-23;RWE unit receives two new production licenses in Norway;4
2022-12-02;Friday December 02, 2022 What Happened Today to the RWE ADR;3
2008-04-10;"GERMAN STOCKS: Equinet Keeps ""Hold"" On RWE After Bid for British Energy";0
2008-02-22;RWE in concrete talks to make acquisition in Turkey - CEO;2
2014-04-15;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2010-05-27;Publication No. WO/2010/057511 Published on May 27, Assigned to RWE Power for Bulk Material Scattering Device ( German Inventor);3
2011-11-16;RWE , Gazprom may extend talks on joint projects into 2012 - report;2
2013-06-12;RWE Dea expands Exploration Portfolio with Farm-In in Suriname;4
2017-02-22;DGAP-Adhoc: RWE Aktiengesellschaft: RWE Executive Board resolves dividend proposal 2016 and gives dividend outlook (english);2
2018-12-13;-RWE Supervisory Board extends contract with Executive Board member Markus Krebber;-1
2011-12-15;RWE preference [Energy] closes at 5.7% below VWP but at 21.4% premium to 52-week low;-1
2013-06-18;- RWE Dea Norge awarded operatorship in new license;4
2011-11-18;Deal snapshot: RWE TO SELL PART OF VSE STAKE TO GERMAN MUNICIPALITIES;2
2022-10-24;RWE ( RWE : EUR38.38) offers dividend yield of 2.3%;2
2015-11-16;Siemens and RWE build next-generation virtual power plant;-1
2009-01-08;German RWE keen to buy Dutch Essent - report;2
2013-09-23;RWE Adjusts Dividend Policy and Maintains Earnings Outlook for 2013;2
2008-11-18;RWE Dea to triple its exploration budget offshore Norway in 2011;4
2016-05-16;-RWE - Earnings forecast for 2016 confirmed;2
2017-03-13;"WIPO PUBLISHES PATENT OF RWE AND AXA KONZERN FOR ""SYSTEM AND METHOD FOR MONITORING A WATER PIPELINE SYSTEM"" ( GERMAN INVENTORS)";3
2012-09-11;RWE preference rises 1.6% on high volatility;1
2011-07-22;RWE [ DAX index] rises in strong trading with rising open interest;1
2022-08-12;RWE eyes  5B green spend in 2022, aiding Europe's push for energy independence;-1
2013-11-12;RWE , EnBW in talks over Atdorf pumped-storage plant - report;0
2016-08-11;RWE (RWEOY) Q2 2016 Results - Earnings Call Transcript;2
2019-05-27;India - Intelligent Home Device Market is Booming Worldwide | RWE AG , FIBARO, VDE, Control4, Honda , TP-Link, Intelligent Home Automated Solutions, SmartThings;3
2011-12-01;RWE [Energy] closes at 4.9% above VWP but at 45.4% discount to 52-week high;2
2008-11-03;RWE takes no decision on Bulgarian nuclear project;-1
2012-09-24;RWE says dismantling of Muelheim-Kaerlich nuclear plant to continue until 2021 - report;-1
2018-05-18;Moody's confirms RWE 's Baa3/Ba2 ratings, stable outlook;2
2014-04-23;RWE commences natural gas deliveries to Ukraine;4
2015-06-10;RWE, Abu Dhabi investor discuss renewables in Gulf region - report;0
2012-10-25;RWE holds advanced discussions over sale of Horizon JV;2
2013-11-11;"Swiss Federal Institute of Intellectual Property granted patent to RWE Power Aktiengesellschaft on November 06 titled as ""Pipework assembly""";3
2008-07-29;RWE confirms talks with Poland 's PGNiG, declines to give details;-1
2017-10-09;RWE AG : Ad-hoc-disclosure according to Art. 17 MAR - Announcement of the volume of hybrid bonds repurchase;2
2014-03-26;RWEOY Pays 1.3787 approximate Per Share Record Date 04/16/2014;2
2010-03-26;DEWA and RWE Power AG sign mutual agreement in renewable and smart grid best practices;-1
2011-02-28;RWE completes sale of Thyssengas gas grid;-1
2014-03-17;Investors cheer RWE 's plan to sell oil, gas unit;2
2008-04-16;RWEOY Pays 4.97858 approximate Per Share Record Date 04/21/2008;2
2013-10-04;RWE to source service from T-Systems Workplace services for 40,000 PCs commissioned;-1
2013-04-24;RWEOY Pays 2.598 Fnl Per Share Record Date 04/18/2013;2
2012-07-17;RWE may axe another 2,000 jobs in Europe - report;-1
2008-11-03;WIND: RWE announces 50 percent stake in giant offshore project;0
2010-01-08;Norwegian Fred Olsen Energy gets USD22.4m extension for Bredford Dolphin;0
2014-11-12;EQS -PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2017-05-19;"WIPO PUBLISHES PATENT OF RWE FOR ""SYSTEM AND METHOD FOR TRANSPORTING AN OBJECT"" ( GERMAN INVENTORS)";3
2009-08-17;German RWE bids for Polish Enea - report;-1
2015-03-02;Germany 's RWE completes oil and gas sale to Russian investor;-1
2008-03-27;RENEWABLES - RWE To Install 280 MW Wind Power Capacity in Poland 2010;0
2009-07-10;RWE starts building solar thermal plant in Spain;0
2008-06-09;RENEWABLES - German RWE Innogy Boosts Wind Power Capacity in Spain to 350 MW;0
2010-05-27;Publication No. WO/2010/057510 Published on May 27, Assigned to RWE Power for Process Steam Generation Method ( German Inventor);3
2018-03-13;innogy confirms outlook for 2018;2
2019-10-01;Utility RWE plans to offset all of its carbon emissions by 2040;-1
2012-01-23;RWE 's divestment programme moves forward - report;2
2022-04-27;Big attack by the small investor Enkraft owns 0.07 percent of the capital of Germany 's largest energy company. That doesn't sound like much, but it's enough to put RWE 's board under enormous pressure. The aim: to get the utility out of the coal business more quickly;0
2017-12-21;Latrobe Magnesium Limited : LMG executes term sheet with RWE Power to develop new German magnesium plant;-1
2012-02-14;-Change at RWE Dea AG Executive Board;4
2021-03-05;Rolf Martin Schmitz, RWE Chief Executive Officer in top 12% of German annual return Sunday March 07, 2021;-1
